danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.687,0.646,4.0,-3.841,1.0,0.039,0.0973,0.000593,0.161,0.323,139.978
0.48,0.329,11.0,-12.487,0.0,0.0329,0.874,0.00165,0.244,0.385,80.375
0.643,0.331,2.0,-9.235,1.0,0.0387,0.761,0.0,0.373,0.648,160.006
0.521,0.885,4.0,-4.934,0.0,0.125,0.00327,0.00904,0.324,0.344,115.985
0.559,0.835,5.0,-5.555,0.0,0.0424,0.24,0.019,0.185,0.382,114.908
0.546,0.453,7.0,-13.04,1.0,0.121,0.382,3.9e-05,0.106,0.74,104.532
0.82,0.611,9.0,-5.02,0.0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883
0.511,0.435,9.0,-10.254,1.0,0.0408,0.301,8.2e-05,0.255,0.343,120.207
0.609,0.679,0.0,-4.545,1.0,0.0312,0.243,0.0,0.199,0.487,122.034
0.368,0.619,0.0,-4.989,1.0,0.0411,0.0304,0.0969,0.167,0.51,89.013
0.532,0.474,1.0,-5.223,1.0,0.0372,0.387,8.51e-05,0.11,0.281,124.86
0.676,0.835,8.0,-4.382,0.0,0.044,0.00682,3.04e-05,0.081,0.8,104.987
0.504,0.407,8.0,-14.462,1.0,0.21,0.325,0.0645,0.106,0.403,159.089
0.465,0.724,0.0,-9.156,1.0,0.0338,0.00624,0.0,0.0904,0.696,145.965
0.674,0.568,1.0,-6.356,1.0,0.0408,0.116,0.0,0.165,0.64,166.107
0.504,0.278,2.0,-16.502,1.0,0.0772,0.925,0.108,0.129,0.15,83.729
0.505,0.589,6.0,-6.916,1.0,0.0852,0.514,0.0,0.058,0.585,99.648
0.731,0.352,1.0,-14.262,1.0,0.389,0.856,0.000368,0.129,0.745,109.797
0.412,0.254,2.0,-14.713,1.0,0.0481,0.967,0.00408,0.105,0.217,149.899
0.725,0.308,7.0,-9.941,1.0,0.039,0.604,0.0,0.121,0.154,126.061
0.528,0.647,4.0,-7.278,0.0,0.23,0.161,0.167,0.199,0.755,125.647
0.729,0.662,1.0,-4.851,1.0,0.0718,0.126,0.0,0.324,0.875,153.015
0.187,0.196,7.0,-13.332,0.0,0.0339,0.769,0.0701,0.109,0.173,138.334
0.726,0.371,9.0,-14.008,1.0,0.0623,0.724,0.00299,0.132,0.568,160.24
0.484,0.823,7.0,-9.324,1.0,0.107,0.0167,3.49e-05,0.225,0.876,187.02
0.624,0.344,4.0,-10.819,0.0,0.343,0.673,0.0,0.267,0.595,158.863
0.745,0.69,2.0,-6.446,0.0,0.0307,0.559,1.34e-06,0.113,0.421,113.123
0.282,0.302,2.0,-11.513,1.0,0.0344,0.0944,2.07e-06,0.0726,0.19,78.881
0.712,0.695,5.0,-6.926,0.0,0.048,0.00847,1.96e-05,0.0761,0.742,110.85
0.558,0.727,10.0,-7.347,0.0,0.0811,0.000255,0.013,0.118,0.766,177.372
0.385,0.529,9.0,-8.921,1.0,0.106,0.00868,0.0479,0.0856,0.419,165.288
0.785,0.846,5.0,-6.5,0.0,0.0433,0.0832,0.803,0.118,0.334,128.03
0.543,0.981,0.0,0.836,1.0,0.049,0.0031,0.00125,0.151,0.428,173.998
0.488,0.914,6.0,-2.875,0.0,0.223,0.00415,0.0,0.158,0.222,172.187
0.706,0.843,4.0,-6.884,0.0,0.226,0.0373,0.108,0.198,0.701,121.986
0.66,0.956,5.0,-7.227,1.0,0.0499,0.00249,0.706,0.385,0.752,122.998
0.518,0.806,6.0,-6.538,1.0,0.0429,0.0483,0.00105,0.095,0.327,172.954
0.527,0.968,1.0,-2.39,1.0,0.039,0.00862,0.00374,0.329,0.621,175.033
0.517,0.865,6.0,-4.246,0.0,0.11,0.00637,0.000493,0.112,0.107,173.91
0.395,0.875,2.0,-4.613,0.0,0.0448,0.0725,0.116,0.225,0.0656,86.956
0.673,0.803,8.0,-3.86,1.0,0.0604,0.000209,4.55e-05,0.533,0.419,132.041
0.499,0.915,1.0,-6.702,1.0,0.0438,0.000314,0.231,0.149,0.197,174.029
0.506,0.872,4.0,-5.516,0.0,0.0548,0.00117,0.501,0.433,0.352,174.989
0.61,0.928,10.0,-5.264,0.0,0.0657,0.00183,0.763,0.178,0.468,123.999
0.49,0.894,7.0,-4.474,0.0,0.0431,0.0129,0.00276,0.0974,0.189,173.949
0.467,0.942,1.0,-3.122,1.0,0.0401,2.47e-05,0.934,0.148,0.235,173.984
0.382,0.902,5.0,-3.684,0.0,0.0799,0.0522,0.0,0.164,0.177,173.818
0.637,0.526,7.0,-8.86,1.0,0.0677,0.0336,0.424,0.148,0.156,106.998
0.49,0.917,7.0,-6.1,0.0,0.0464,0.003,0.0379,0.117,0.249,171.829
0.495,0.869,5.0,-4.461,0.0,0.0477,0.000244,0.791,0.201,0.0513,175.055
0.215,0.813,8.0,-1.831,0.0,0.0637,0.00503,0.0,0.302,0.362,149.718
0.378,0.992,1.0,-2.924,1.0,0.0402,0.00467,0.68,0.108,0.331,174.027
0.49,0.894,6.0,-4.802,0.0,0.0469,0.00172,0.894,0.0956,0.112,126.105
0.886,0.823,1.0,-3.73,1.0,0.0804,0.0173,0.000763,0.0438,0.683,125.985
0.5,0.862,6.0,-6.234,1.0,0.323,0.0047,1.29e-05,0.0944,0.391,155.03
0.52,0.861,8.0,-3.625,1.0,0.0491,0.0193,3.41e-05,0.103,0.412,172.091
0.32,0.983,2.0,-1.224,1.0,0.0519,3.77e-05,0.832,0.0888,0.0467,173.97
0.53,0.876,8.0,-2.723,1.0,0.0479,0.0142,1.4e-05,0.161,0.218,174.043
0.625,0.981,7.0,-3.799,1.0,0.0597,0.0009,0.329,0.357,0.156,125.008
0.752,0.892,0.0,-6.296,1.0,0.0354,0.108,0.9,0.147,0.506,115.008
0.713,0.897,10.0,-2.938,0.0,0.17,0.0365,0.593,0.426,0.666,172.022
0.478,0.862,7.0,-3.156,0.0,0.0588,0.017,2.62e-06,0.501,0.45,174.021
0.436,0.899,5.0,-1.607,0.0,0.0487,1.28e-05,0.0291,0.247,0.128,173.888
0.74,0.743,7.0,-6.477,1.0,0.369,0.00458,0.000323,0.126,0.374,174.035
0.517,0.958,6.0,-3.035,0.0,0.15,0.00111,0.207,0.223,0.554,174.068
0.583,0.893,1.0,-6.514,1.0,0.0438,0.000178,0.748,0.589,0.212,134.888
0.404,0.947,5.0,-1.083,0.0,0.0868,0.000873,0.035,0.134,0.101,174.042
0.794,0.821,1.0,-6.768,1.0,0.0501,0.0218,0.95,0.102,0.546,127.997
0.497,0.84,0.0,-3.519,1.0,0.134,0.00281,0.0272,0.121,0.0388,173.882
0.655,0.877,8.0,-7.533,0.0,0.117,0.00437,0.155,0.191,0.244,173.954
0.487,0.934,8.0,-1.751,1.0,0.0434,4.65e-05,0.824,0.132,0.0723,173.997
0.749,0.712,5.0,-6.511,0.0,0.116,0.051,0.0406,0.259,0.125,105.032
0.624,0.614,2.0,-4.165,1.0,0.0448,0.00391,0.0278,0.187,0.139,168.87
0.821,0.709,11.0,-7.084,1.0,0.0793,0.0459,6.69e-05,0.334,0.485,109.989
0.856,0.738,0.0,-7.316,1.0,0.129,0.199,0.793,0.217,0.355,99.999
0.754,0.876,11.0,-7.687,1.0,0.129,0.0778,0.23,0.136,0.233,105.031
0.673,0.864,1.0,-6.017,1.0,0.0322,0.00186,0.907,0.0774,0.0382,112.037
0.714,0.788,5.0,-6.658,0.0,0.0357,0.0336,0.0347,0.136,0.184,104.985
0.719,0.64,1.0,-6.724,1.0,0.0486,0.289,0.818,0.208,0.162,99.979
0.457,0.747,6.0,-8.162,0.0,0.253,0.328,0.0,0.144,0.182,199.759
0.947,0.439,8.0,-13.044,1.0,0.109,0.183,0.499,0.155,0.165,109.99
0.442,0.936,11.0,-3.968,0.0,0.408,0.0136,0.0,0.182,0.553,179.762
0.718,0.844,4.0,-3.644,0.0,0.0525,0.0994,0.0546,0.127,0.241,95.987
0.833,0.622,11.0,-5.853,1.0,0.16,0.122,0.0108,0.0759,0.388,105.038
0.507,0.688,2.0,-7.309,1.0,0.168,0.149,0.715,0.149,0.183,180.242
0.683,0.734,10.0,-6.55,0.0,0.138,0.031,0.00862,0.0768,0.308,115.002
0.515,0.72,2.0,-8.881,1.0,0.407,0.152,1.12e-06,0.203,0.34,180.289
0.82,0.857,0.0,-6.764,1.0,0.0567,0.112,0.000256,0.0757,0.686,100.025
0.731,0.407,0.0,-10.632,1.0,0.0932,0.549,0.803,0.189,0.11,150.089
0.63,0.707,6.0,-7.207,0.0,0.0436,0.0191,0.121,0.169,0.719,100.032
0.691,0.903,1.0,-4.714,1.0,0.173,0.0534,0.119,0.672,0.769,89.985
0.879,0.655,1.0,-5.797,1.0,0.0841,0.00947,0.139,0.131,0.27,109.971
0.717,0.907,7.0,-4.636,0.0,0.061,0.138,5.96e-06,0.116,0.383,100.006
0.807,0.856,6.0,-5.408,0.0,0.127,0.229,0.123,0.574,0.91,102.009
0.259,0.817,5.0,-5.992,0.0,0.202,0.000694,0.0,0.181,0.242,202.015
0.523,0.911,6.0,-4.141,0.0,0.165,0.00259,0.000462,0.0408,0.645,115.019
0.675,0.882,11.0,-6.265,1.0,0.0604,0.00262,3.1e-06,0.257,0.138,99.938
0.86,0.604,9.0,-6.519,1.0,0.126,0.315,0.0175,0.0842,0.834,106.018
0.669,0.695,2.0,-5.029,1.0,0.0351,0.0165,0.107,0.0812,0.17,100.045
0.752,0.509,1.0,-4.898,1.0,0.0304,0.438,0.931,0.148,0.179,100.076
0.809,0.858,2.0,-3.712,1.0,0.0983,0.0312,0.605,0.244,0.468,100.021
0.687,0.854,5.0,-6.793,0.0,0.297,0.0155,0.0,0.172,0.368,99.973
0.74,0.652,2.0,-7.98,1.0,0.332,0.667,0.625,0.155,0.369,179.973
0.751,0.675,1.0,-4.893,1.0,0.118,0.0402,0.0002,0.19,0.218,95.968
0.471,0.629,11.0,-5.17,1.0,0.159,0.133,0.148,0.115,0.457,167.919
0.708,0.692,6.0,-9.084,0.0,0.253,0.24,0.00488,0.347,0.227,105.031
0.649,0.831,8.0,-6.431,1.0,0.093,0.00583,8.45e-05,0.26,0.309,181.902
0.776,0.527,11.0,-9.221,1.0,0.274,0.0468,0.235,0.352,0.268,93.921
0.92,0.785,11.0,-5.256,1.0,0.0869,0.0331,0.234,0.251,0.294,100.015
0.808,0.751,11.0,-6.631,1.0,0.0489,0.621,0.924,0.45,0.21,100.003
0.525,0.888,2.0,-5.387,1.0,0.0462,0.0396,0.848,0.17,0.148,102.958
0.816,0.924,11.0,-3.541,1.0,0.113,0.0153,1.37e-05,0.0651,0.097,110.036
0.813,0.621,0.0,-8.44,1.0,0.117,0.242,0.845,0.501,0.471,100.005
0.709,0.689,7.0,-8.412,0.0,0.0431,0.0414,0.0192,0.111,0.401,100.051
0.666,0.654,5.0,-6.008,1.0,0.0424,0.0667,0.748,0.0859,0.287,92.014
0.795,0.714,8.0,-7.596,1.0,0.0903,0.0648,0.479,0.215,0.0717,108.992
0.609,0.765,8.0,-6.021,0.0,0.0605,0.0943,7.66e-05,0.118,0.433,109.153
0.615,0.87,9.0,-5.186,1.0,0.0852,0.0922,0.511,0.2,0.287,180.134
0.77,0.88,8.0,-3.734,1.0,0.0883,0.323,0.293,0.111,0.42,104.981
0.739,0.58,1.0,-7.414,1.0,0.0637,0.0395,0.0,0.114,0.452,96.501
0.905,0.548,4.0,-8.131,1.0,0.381,0.038,0.0,0.34,0.794,97.235
0.762,0.869,6.0,-3.287,0.0,0.13,0.0793,0.0,0.137,0.747,132.05
0.832,0.682,1.0,-3.828,1.0,0.046,0.00905,0.0,0.103,0.94,127.948
0.882,0.736,3.0,-2.892,0.0,0.116,0.00222,0.0,0.0515,0.582,125.995
0.239,0.287,7.0,-12.565,0.0,0.0388,0.876,0.644,0.122,0.185,71.608
0.617,0.285,9.0,-13.657,1.0,0.053,0.812,0.0,0.069,0.626,108.512
0.92,0.755,6.0,-6.301,1.0,0.11,0.197,0.00416,0.358,0.623,104.991
0.75,0.601,10.0,-6.879,0.0,0.0456,0.25,0.214,0.107,0.119,93.991
0.481,0.686,4.0,-5.859,0.0,0.0365,0.0128,0.000737,0.0629,0.105,117.998
0.479,0.686,8.0,-4.952,0.0,0.0709,0.1,0.0242,0.103,0.563,90.32
0.663,0.649,9.0,-7.214,0.0,0.0437,0.051,1.77e-06,0.24,0.563,94.936
0.351,0.481,0.0,-8.03,1.0,0.0406,0.539,0.000206,0.0609,0.465,64.485
0.668,0.45,8.0,-8.257,0.0,0.314,0.0722,0.0,0.109,0.633,82.999
0.891,0.486,6.0,-7.803,1.0,0.159,0.0158,3.78e-06,0.0925,0.239,125.01
0.596,0.962,11.0,-7.203,1.0,0.0405,0.000148,0.839,0.15,0.0781,144.984
0.549,0.969,1.0,-2.763,1.0,0.049,1.16e-05,0.106,0.104,0.348,101.055
0.711,0.967,1.0,-8.206,1.0,0.0943,0.0254,3.65e-05,0.0676,0.966,164.994
0.701,0.856,0.0,-4.03,0.0,0.0744,0.11,0.00179,0.583,0.546,125.975
0.0949,0.193,11.0,-14.48,0.0,0.0365,0.93,0.872,0.0947,0.0922,80.729
0.208,0.364,0.0,-9.224,0.0,0.0434,0.784,0.0114,0.105,0.0908,80.055
0.717,0.716,3.0,-5.485,0.0,0.0432,0.0421,0.000467,0.0699,0.206,125.064
0.551,0.336,3.0,-8.553,1.0,0.0291,0.816,0.0,0.112,0.352,121.014
0.187,0.163,8.0,-24.882,0.0,0.0407,0.953,0.944,0.101,0.114,117.07
0.188,0.314,2.0,-11.436,0.0,0.0315,0.853,4.04e-05,0.0662,0.0696,176.086
0.602,0.333,0.0,-10.052,0.0,0.037,0.906,0.0,0.0719,0.269,96.132
0.584,0.271,10.0,-13.012,0.0,0.0377,0.885,0.000112,0.138,0.237,127.174
0.346,0.189,4.0,-15.883,0.0,0.0345,0.943,0.000145,0.0539,0.0789,132.158
0.365,0.273,4.0,-16.526,0.0,0.038,0.94,0.431,0.109,0.238,132.285
0.136,0.0286,2.0,-23.343,1.0,0.0486,0.984,0.495,0.0821,0.0335,100.952
0.865,0.682,7.0,-4.563,0.0,0.0548,0.284,0.00445,0.0422,0.508,140.052
0.747,0.524,10.0,-6.807,0.0,0.245,0.0306,0.0,0.2,0.363,140.053
0.978,0.477,8.0,-8.159,1.0,0.155,0.000143,0.0,0.133,0.196,110.002
0.917,0.801,11.0,-6.296,1.0,0.11,0.00102,0.654,0.0921,0.271,139.967
0.703,0.713,5.0,-7.89,1.0,0.0281,0.564,0.0,0.082,0.925,129.193
0.836,0.728,0.0,-3.449,0.0,0.0563,0.0079,2.94e-05,0.0563,0.444,131.969
0.0,0.444,0.0,-9.142,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.482,0.822,5.0,-8.37,0.0,0.0412,0.00125,0.0,0.06,0.133,93.573
0.132,0.329,8.0,-17.038,1.0,0.035,0.0309,0.806,0.109,0.0397,150.291
0.704,0.641,10.0,-6.572,0.0,0.166,0.00797,3.57e-05,0.243,0.691,100.131
0.605,0.929,9.0,-5.442,0.0,0.0324,0.267,0.00475,0.142,0.821,149.804
0.145,0.626,9.0,-6.451,1.0,0.0428,0.329,0.533,0.075,0.111,82.964
0.543,0.799,10.0,-10.103,1.0,0.0525,0.124,0.629,0.0855,0.841,179.567
0.391,0.942,2.0,-3.415,0.0,0.088,0.0451,0.882,0.17,0.76,160.092
0.537,0.982,1.0,-2.868,1.0,0.0754,0.105,1.88e-05,0.32,0.455,164.99
0.619,0.856,10.0,-6.046,1.0,0.0847,0.0883,0.872,0.0789,0.266,149.061
0.372,0.722,4.0,-8.645,0.0,0.0547,2.75e-05,0.748,0.231,0.907,205.538
0.437,0.873,5.0,-5.147,0.0,0.0281,0.00338,0.000794,0.188,0.575,92.482
0.207,0.453,0.0,-7.46,0.0,0.029,0.00605,1.03e-05,0.15,0.111,139.776
0.53,0.94,4.0,-3.121,0.0,0.0691,0.183,0.000117,0.0619,0.668,142.778
0.46,0.834,7.0,-12.072,1.0,0.0344,0.0823,0.833,0.144,0.887,170.468
0.347,0.959,2.0,-3.024,1.0,0.123,0.00146,0.723,0.0674,0.355,159.923
0.595,0.776,10.0,-3.757,0.0,0.0593,0.0986,0.0,0.0492,0.33,114.998
0.446,0.979,2.0,-4.948,1.0,0.0838,8.77e-05,0.0,0.289,0.558,101.545
0.524,0.973,0.0,-3.349,1.0,0.0684,0.0945,0.000408,0.23,0.542,121.499
0.444,0.912,5.0,-7.084,1.0,0.198,0.00464,0.281,0.399,0.541,135.923
0.215,0.923,0.0,-4.966,1.0,0.0443,0.000202,0.926,0.0798,0.954,180.605
0.431,0.851,10.0,-6.262,0.0,0.052,0.127,0.931,0.0966,0.707,151.393
0.489,0.747,0.0,-8.276,1.0,0.0373,0.104,0.892,0.189,0.876,156.271
0.683,0.595,7.0,-7.604,1.0,0.0409,0.0151,0.974,0.211,0.462,112.375
0.372,0.995,7.0,-5.863,1.0,0.0817,8.64e-06,0.896,0.36,0.16,147.99
0.39,0.741,9.0,-6.132,0.0,0.0456,0.116,0.752,0.311,0.673,143.698
0.367,0.818,11.0,-8.418,0.0,0.0512,8.15e-06,0.859,0.129,0.47,129.759
0.403,0.864,9.0,-5.298,1.0,0.0501,0.000793,0.303,0.295,0.633,153.306
0.259,0.615,0.0,-7.533,0.0,0.0477,0.274,0.00468,0.0551,0.201,111.018
0.546,0.984,2.0,-6.205,1.0,0.0386,0.146,0.881,0.107,0.748,145.76
0.573,0.956,6.0,-4.63,0.0,0.0799,9.3e-06,0.0,0.13,0.754,129.955
0.462,0.872,1.0,-11.517,1.0,0.0394,0.00402,0.93,0.173,0.618,122.7
0.777,0.637,11.0,-6.579,0.0,0.319,0.0177,0.00779,0.132,0.89,196.068
0.584,0.984,2.0,-6.895,1.0,0.042,0.00421,0.719,0.34,0.553,150.029
0.384,0.945,4.0,-5.249,1.0,0.0803,0.0164,6.27e-06,0.212,0.374,172.019
0.359,0.794,9.0,-7.153,0.0,0.0405,0.0359,0.134,0.172,0.385,142.174
0.637,0.881,1.0,-9.884,1.0,0.1,0.0976,0.0559,0.257,0.754,160.043
0.519,0.567,7.0,-7.914,1.0,0.0259,0.0507,0.455,0.378,0.284,73.988
0.216,0.901,11.0,-9.244,0.0,0.0397,4.76e-05,0.89,0.172,0.838,133.963
0.756,0.904,11.0,-5.085,1.0,0.0371,0.031,0.916,0.161,0.894,119.998
0.63,0.965,0.0,-5.723,1.0,0.039,0.000507,0.517,0.0705,0.904,140.016
0.586,0.978,1.0,-4.884,1.0,0.0311,0.00181,0.0113,0.363,0.636,125.826
0.353,0.341,1.0,-10.744,1.0,0.0306,0.756,0.848,0.132,0.149,165.847
0.434,0.991,2.0,-5.972,1.0,0.0577,0.000535,0.881,0.275,0.823,152.978
0.303,0.964,0.0,-4.0,1.0,0.0459,3.06e-05,0.9,0.068,0.874,200.033
0.579,0.65,2.0,-8.68,1.0,0.0268,0.0871,1.44e-05,0.0517,0.309,98.986
0.305,0.859,11.0,-7.802,0.0,0.0461,0.0,0.586,0.131,0.154,179.943
0.448,0.988,4.0,-4.521,0.0,0.169,0.000223,0.152,0.195,0.095,120.048
0.424,0.854,11.0,-8.713,1.0,0.0449,0.0915,0.984,0.298,0.839,74.918
0.0,0.66,1.0,-2.534,0.0,0.0,0.451,0.96,0.0,0.0,0.0
0.495,0.111,0.0,-18.125,1.0,0.0837,0.914,0.865,0.0888,0.436,124.942
0.129,0.372,0.0,-13.141,1.0,0.0408,0.837,0.854,0.0994,0.0294,161.129
0.45,0.498,4.0,-5.736,0.0,0.0303,0.0192,0.000143,0.135,0.0985,120.015
0.0965,0.664,2.0,-10.696,0.0,0.048,0.00118,0.909,0.0878,0.229,178.039
0.358,0.892,5.0,-8.111,1.0,0.0589,2.45e-06,0.816,0.12,0.226,82.02
0.432,0.715,9.0,-10.424,0.0,0.115,0.622,0.936,0.211,0.307,67.884
0.184,0.897,4.0,-8.708,0.0,0.317,0.00669,0.96,0.364,0.382,175.947
0.0865,0.278,9.0,-13.509,1.0,0.0352,0.941,0.946,0.0956,0.0455,79.811
0.211,0.144,2.0,-16.801,1.0,0.0324,0.982,0.912,0.0882,0.0566,139.792
0.109,0.206,5.0,-13.747,1.0,0.0376,0.979,0.946,0.112,0.0501,77.348
0.425,0.833,10.0,-9.56,0.0,0.0319,0.0098,0.915,0.11,0.851,139.974
0.634,0.934,0.0,-5.803,1.0,0.0736,0.0133,0.0128,0.0519,0.476,119.951
0.193,0.882,1.0,-5.955,1.0,0.116,0.109,0.905,0.129,0.266,167.892
0.423,0.389,10.0,-9.719,1.0,0.0376,0.756,0.943,0.293,0.188,125.241
0.46,0.549,7.0,-12.356,0.0,0.031,0.598,0.867,0.344,0.385,140.49
0.312,0.79,0.0,-10.378,1.0,0.04,0.109,0.885,0.46,0.813,177.837
0.665,0.852,10.0,-8.484,0.0,0.0483,0.0542,0.000334,0.25,0.829,129.942
0.318,0.638,5.0,-11.898,1.0,0.0353,0.129,0.0057,0.172,0.537,178.271
0.286,0.137,9.0,-15.495,0.0,0.0353,0.882,0.926,0.0885,0.185,125.362
0.312,0.507,7.0,-6.611,0.0,0.0312,0.0894,0.717,0.26,0.224,65.945
0.165,0.926,9.0,-10.776,0.0,0.0391,0.0435,0.949,0.309,0.667,84.042
0.27,0.462,9.0,-9.978,0.0,0.0346,0.322,0.028,0.176,0.17,118.914
0.512,0.702,4.0,-6.09,0.0,0.0349,0.00581,0.934,0.239,0.315,120.079
0.389,0.307,2.0,-8.243,0.0,0.0292,0.351,0.000281,0.238,0.101,139.749
0.374,0.0793,7.0,-21.909,1.0,0.114,0.995,0.936,0.0794,0.441,182.961
0.178,0.0945,2.0,-12.229,1.0,0.034,0.926,0.887,0.218,0.0586,143.94
0.634,0.363,7.0,-12.753,1.0,0.0298,0.963,0.822,0.103,0.341,108.988
0.181,0.279,7.0,-12.948,0.0,0.0329,0.755,0.794,0.104,0.102,98.031
0.624,0.955,1.0,-7.432,1.0,0.0629,2.16e-05,0.0293,0.0689,0.343,140.027
0.347,0.278,4.0,-10.594,1.0,0.0295,0.909,0.00358,0.1,0.116,135.778
0.439,0.141,11.0,-20.401,0.0,0.0343,0.974,0.858,0.0946,0.121,80.07
0.5,0.879,1.0,-4.4,1.0,0.0415,0.000856,0.535,0.0536,0.769,140.142
0.485,0.596,10.0,-13.189,0.0,0.0295,0.384,0.722,0.128,0.257,115.999
0.67,0.629,5.0,-7.653,0.0,0.0261,9.13e-05,0.321,0.212,0.541,123.992
0.222,0.242,2.0,-10.694,0.0,0.0306,0.843,0.00472,0.122,0.11,141.349
0.421,0.134,9.0,-15.895,0.0,0.0289,0.959,0.00942,0.105,0.193,79.933
0.281,0.695,11.0,-7.881,0.0,0.0472,0.0336,0.827,0.378,0.424,109.595
0.308,0.817,9.0,-5.841,1.0,0.0396,1.18e-06,0.852,0.191,0.4,147.989
0.483,0.766,7.0,-7.316,0.0,0.0447,0.461,0.655,0.142,0.352,153.036
0.494,0.823,1.0,-6.517,0.0,0.184,0.00096,0.269,0.101,0.34,146.111
0.399,0.33,3.0,-10.872,1.0,0.0316,0.843,0.956,0.18,0.0661,129.857
0.132,0.348,2.0,-11.138,1.0,0.0277,0.888,0.891,0.0927,0.174,79.816
0.661,0.278,0.0,-13.126,1.0,0.0384,0.965,0.755,0.12,0.419,119.991
0.446,0.221,9.0,-14.268,0.0,0.0348,0.965,0.753,0.131,0.519,82.992
0.609,0.555,4.0,-7.23,0.0,0.0305,0.159,0.913,0.204,0.288,80.016
0.179,0.285,7.0,-13.039,1.0,0.0368,0.919,0.867,0.185,0.117,77.61
0.394,0.829,5.0,-6.037,0.0,0.0493,0.273,0.867,0.0912,0.423,126.161
0.631,0.602,11.0,-11.648,0.0,0.0409,0.000195,0.0786,0.138,0.736,135.011
0.414,0.333,9.0,-11.914,1.0,0.0304,0.832,0.945,0.212,0.0688,131.836
0.424,0.275,2.0,-12.396,1.0,0.0331,0.707,0.794,0.128,0.0374,119.933
0.268,0.323,7.0,-10.668,1.0,0.0294,0.849,0.925,0.0934,0.0449,80.235
0.278,0.973,11.0,-3.185,0.0,0.186,1.8e-05,0.895,0.348,0.488,149.98
0.167,0.658,0.0,-5.267,0.0,0.0385,0.68,0.384,0.0806,0.125,143.5
0.494,0.714,9.0,-12.393,0.0,0.0275,0.0252,0.0437,0.0501,0.244,131.99
0.366,0.29,0.0,-11.169,0.0,0.0298,0.817,0.00181,0.105,0.107,155.865
0.348,0.251,10.0,-11.455,1.0,0.0359,0.845,0.0103,0.164,0.182,115.532
0.338,0.571,0.0,-7.055,0.0,0.0348,0.00235,0.907,0.613,0.517,117.0
0.421,0.879,0.0,-7.724,0.0,0.041,6.34e-05,0.739,0.17,0.662,135.008
0.458,0.843,1.0,-9.029,1.0,0.0364,0.0339,0.707,0.159,0.351,143.955
0.23,0.27,8.0,-8.638,0.0,0.0323,0.919,0.725,0.109,0.0907,139.753
0.271,0.274,0.0,-10.552,1.0,0.0315,0.927,0.801,0.111,0.161,79.911
0.252,0.352,0.0,-12.382,1.0,0.0337,0.802,0.857,0.23,0.228,117.23
0.444,0.533,2.0,-8.404,1.0,0.0346,0.302,1.45e-06,0.173,0.273,87.824
0.479,0.696,1.0,-11.146,1.0,0.0286,0.0691,0.836,0.0744,0.311,146.011
0.396,0.236,4.0,-12.585,1.0,0.0263,0.828,0.893,0.096,0.295,80.046
0.202,0.275,4.0,-13.338,0.0,0.0398,0.952,0.00352,0.112,0.284,172.128
0.443,0.783,5.0,-7.928,1.0,0.125,0.741,0.846,0.119,0.0379,142.052
0.253,0.174,0.0,-18.465,1.0,0.0371,0.896,0.62,0.142,0.198,94.407
0.535,0.751,5.0,-9.988,0.0,0.0345,0.155,0.0603,0.258,0.354,129.94
0.389,0.108,4.0,-15.634,1.0,0.0344,0.986,5.54e-06,0.0892,0.227,137.47
0.506,0.367,9.0,-14.412,0.0,0.0318,0.0312,0.903,0.284,0.417,130.121
0.417,0.536,5.0,-8.896,1.0,0.0356,0.363,0.0,0.108,0.273,77.925
0.222,0.126,8.0,-15.588,0.0,0.0426,0.964,0.702,0.148,0.0571,98.068
0.138,0.531,4.0,-10.414,0.0,0.0395,0.905,0.291,0.299,0.114,38.641
0.568,0.88,1.0,-8.799,1.0,0.0339,7.16e-06,0.728,0.073,0.693,139.972
0.682,0.133,2.0,-18.721,0.0,0.0505,0.98,0.934,0.0961,0.113,120.053
0.537,0.823,2.0,-6.737,1.0,0.0405,0.00103,0.0255,0.147,0.39,170.071
0.542,0.766,7.0,-7.165,1.0,0.0335,0.000637,0.767,0.0954,0.517,127.985
0.156,0.96,1.0,-6.087,1.0,0.0999,0.0264,0.925,0.342,0.331,169.949
0.471,0.322,10.0,-14.58,0.0,0.028,0.307,0.781,0.157,0.325,93.055
0.432,0.69,0.0,-3.911,0.0,0.037,0.338,0.629,0.275,0.451,74.723
0.259,0.212,11.0,-16.305,1.0,0.0362,0.846,0.891,0.0902,0.0366,119.819
0.167,0.271,11.0,-11.052,1.0,0.0318,0.133,0.816,0.201,0.0761,137.409
0.459,0.815,10.0,-8.011,1.0,0.0323,0.0943,0.935,0.11,0.871,159.939
0.304,0.264,0.0,-16.896,1.0,0.0339,0.38,0.885,0.134,0.0392,159.692
0.54,0.749,10.0,-7.795,0.0,0.0387,0.00614,0.758,0.127,0.268,115.025
0.186,0.779,9.0,-3.679,0.0,0.0506,0.0376,0.891,0.097,0.267,79.801
0.149,0.59,0.0,-6.146,0.0,0.0469,0.289,0.603,0.0832,0.452,143.264
0.138,0.684,5.0,-4.742,0.0,0.0382,0.000296,0.808,0.152,0.649,175.155
0.325,0.755,9.0,-5.799,0.0,0.0363,0.000107,0.148,0.141,0.661,104.355
